actual_site_eui,predict_site_eui
0.0013718032355198582,0.0028932034284638924
0.0031845343475810396,0.002887389758521934
0.0059814889780882615,0.004907463672172036
0.0011884464995327163,0.0011254481173095733
0.00021150414913265566,0.0017066961707537416
0.0030764014117132398,0.004255508728991215
0.0005367918307542392,0.0008753205026807822
0.014819444121222753,0.014350987385992137
0.004955863448906475,0.004197947664943505
0.00017551328307469633,0.0006019257436879122
0.005639315034864861,0.007220801819732359
0.0028681848907310555,0.002964441837424368
0.0029119652039849464,0.0027652510663159807
0.004745359108488558,0.003549207392058544
0.003979598178498007,0.0030722894752284796
0.0017678889985755523,0.0025670923659614764
0.0048804425042815475,0.004965109577129522
0.0060820142822475606,0.004950594821778376
0.0020512109286760917,0.00348676194938499
0.0054791041045636315,0.0037083229959348485
0.004593643951633277,0.004823580190614041
0.004782002838882818,0.004880218125831254
0.00397423119351759,0.0050289239728969325
0.00018991077416443937,0.004241525062979639
0.00476642231694001,0.0035821239469137752
0.013728677408494686,0.0057035793305204785
0.002277792919665914,0.0020456855275400028
0.003964476745355822,0.005577947565415606
0.0004089800826740581,0.0011254481173095733
0.005327674293053124,0.004330915127648718
0.001014513950995619,0.0030796908142484555
0.0003335350155097525,0.0020146045615021288
0.003306395273313253,0.004960763956482761
0.003997872106821755,0.004880218125831254
0.003432782094878018,0.00440263076479066
0.0006330359137187029,0.0008255205091775754
0.004484950576127325,0.005145686866921588
0.005293154143590949,0.005991071608535162
0.007820428291238085,0.004987630708076368
0.0002329754088051187,0.0012614732670237828
0.001903977248872069,0.004485877038805033
0.009914316311247227,0.00420527629103157
0.004109863933652891,0.00472767463398697
0.0018455431645813887,0.0018915741907079033
0.002697706894756357,0.002764034438914042
0.003486241623322592,0.0035734235430155297
0.007243344293299309,0.004096017163600656
0.02405677112513232,0.007838451755105896
0.006871442755131207,0.005131636370474056
0.001889368727677328,0.0017432419993930234
0.0010224272421620326,0.0021772490178153386
0.0037814024040083195,0.003985452305791942
0.0006554307485904071,0.0012220058638836915
0.0029686021008395362,0.0044661655970581315
0.003275376447751005,0.0029533703081655064
0.00426633706469508,0.005256948640981003
0.003599281534953311,0.0038689243786695824
0.0033213687820357277,0.003054873875836591
0.004532167982831787,0.004912325447332994
0.001290419363087498,0.0014586704339753698
0.002861887411653233,0.0030514489246991554
0.01026098864668443,0.003547811797162366
0.006865770267432301,0.005982532840772355
0.034555220684997445,0.02398332653775016
0.00766460406776503,0.004880218125831254
0.0014853048077473174,0.0010596258539408029
0.006005335895337686,0.004561569849659077
0.00224484274113737,0.0020930199535117607
0.0033447659655332918,0.0035165303034233363
0.001716957311826713,0.0025387445723753597
0.003456048322829746,0.0029558496708008536
0.006803401076778153,0.003132634447975987
0.00307383189051402,0.004707678085624656
0.0019770198543574906,0.00472767463398697
0.003374503789068289,0.0034042400180539513
0.005200633507241686,0.00515567438230222
0.006322552576291947,0.006111306213691171
