actual_site_eui,predict_site_eui
0.019001200512210662,0.01985694657730123
0.018780932596081608,0.013843296797650987
0.014081699614823431,0.01293370086472059
0.016212686980867818,0.01670180347241644
0.016325086472573167,0.01556452482534646
0.03077764643859997,0.0178303049039251
0.014964095853414874,0.012330726616822529
0.019686088483278526,0.012171933235432563
0.02617335299363301,0.017867784139888036
0.008485506969893619,0.008659948024057115
0.016950902729049006,0.013193827831554563
0.013683185233118393,0.0170602585646172
0.013324414560924236,0.017074071858837282
0.014981814536603473,0.013576601938205835
0.013954692963530944,0.02002811836557733
0.011686902023614816,0.013269278451810538
0.02007881927949417,0.029095845109097757
0.03844542420704214,0.02754128176428594
0.011998887546006174,0.01691407631923026
0.023614332522987027,0.01952769671250363
0.006834890445426402,0.014269122800163356
0.011882243955655425,0.013081206184739319
0.01700674310472675,0.01824117669344942
0.01075744695835143,0.011679936667983417
0.010360455783798435,0.01173190510602583
0.011661434595344671,0.01211967021110881
0.02295013202492372,0.018308134965644575
0.013863872473417175,0.016507146875959302
0.01327017948693588,0.010494441492242854
0.009258427829779623,0.010646864847864666
0.015526370426581674,0.024617584993479536
0.028265172462586786,0.014562317155430942
0.016207365851328166,0.019681284002529914
0.010015813445580508,0.012372293147702024
0.013536972489760758,0.012956346507460251
0.022624791084576622,0.019892485583015974
0.011932100090827336,0.010888743958270424
0.013039051780381209,0.011401545682377
0.022562924144982142,0.022281431694414024
0.0075276919520236504,0.010596249912691367
0.019621771781510602,0.014256147248038462
0.013811937921622245,0.014176137988316465
0.014431310635300102,0.01756067356851799
0.01827232603517246,0.021308000864540898
0.013963827163432184,0.01680766956362297
0.008396743649463429,0.013096465066541094
0.010892615322873984,0.015383198139796777
0.012160393719886108,0.017630530854896444
0.01096200056798954,0.012477619007292991
0.011489223008734596,0.021989909921104223
0.014191420689973422,0.0150449704477672
0.03759198348882217,0.031803173426076047
0.03748096194661024,0.027601018671238858
0.013411914765720678,0.014807334081199202
0.012869581934445309,0.013906424719952756
0.01307978634922318,0.018133557534733124
0.009645912795949924,0.012619241031290354
0.015998824148066693,0.014788611962356885
0.013883491112196118,0.01305129222994376
0.03387215254849098,0.023282736710002257
0.009216816416272897,0.012069108103095564
0.025203480766168528,0.022936775663968286
0.04377266673787583,0.01526853708534951
0.012919699221825166,0.01451171823928217
0.014455412373565615,0.015825724109816315
0.013908122769113898,0.012910862638221481
0.0126407562464141,0.013616223476756239
0.016948224170436996,0.014650072873891936
0.00630481807839866,0.015192089825749511
0.013635516599870117,0.012334607546484671
0.010162176257581942,0.012428395858314996
0.014512874884645638,0.019645839901283345
0.014837448326065789,0.013913857815557587
0.013414214132520029,0.013683027522576208
0.019580027748651772,0.012551754288791855
0.02378090933318255,0.023116713544647543
0.009830982057694428,0.008859397664995505
0.022951533409028974,0.02107930370236623
0.01529189999449439,0.014087608983831924
0.02859457895531262,0.01485969283181982
0.015089835349929569,0.019355559021557348
0.01069134591142918,0.010891176249325766
0.02133662102385497,0.02590217412652856
0.01242005982587437,0.01433243670304824
0.008763142010798239,0.010441218240201498
0.00791670974258112,0.013109788367442185
0.014921617908556095,0.019085812808202256
0.017670632309320304,0.011481621766851698
0.012540976323958895,0.018239826170500944
0.011652302928787,0.007908881435866953
0.027571229734430915,0.023323700871209337
0.009642380675757898,0.010727298186714581
0.021857665364120787,0.02128624706345914
0.0038562693684781857,0.007602741730376697
0.012289963797611969,0.012954032940398371
0.009300677281254019,0.014775613401993992
0.015807489927672645,0.013148018007925075
0.015007175090921497,0.015677004603589374
0.01240208148207264,0.013109788367442185
0.01959128668984921,0.022236808698058202
0.01177908613444136,0.01640836009959939
0.01056070010025979,0.008981645687975385
0.03296102055116376,0.021789417444028722
0.012414484888455517,0.013870830632059915
0.016814989031171935,0.017450454177348765
0.010296143130645002,0.01310153932118192
0.012807167986783712,0.016165809466927444
0.012273759694001612,0.01473383655350686
0.021492200954223554,0.012951694295868501
0.011368857169573062,0.013071377413112175
0.02016874886607017,0.013193435904089792
0.017485537297440592,0.015021696488317337
0.011719260477861896,0.010691910849849884
0.010747657972003622,0.01905031665631949
0.012897273742545118,0.018323185432583534
0.013735731599223621,0.013114243377169396
0.015330844422270761,0.015296618089602212
0.009407194453363832,0.013068388790095406
0.016957013073241982,0.026429821949594468
0.016392381713978384,0.01301237627911864
0.021887333308056475,0.02130817274944879
0.00915734686256544,0.010826405503714435
0.017233870552873697,0.017189771378468947
0.016323842496705238,0.013447420548282338
0.03032781883247055,0.02383507064591573
0.01771207834047649,0.01917335946335055
0.012115626527396596,0.012157444936023883
0.032793181221972424,0.024609627660204754
0.013715136202603595,0.01778310946337581
0.010785659380393005,0.011926129129462863
0.012049370127323213,0.014176137988316465
0.020761817021116912,0.01320685724040457
0.015008269812603748,0.013116416844020845
0.010999364497167404,0.010935768771310687
0.009331127256511827,0.01239293227361953
0.011229953183973846,0.012298763431798181
0.01402795188037447,0.010875745916419138
0.01051649928762907,0.012539126550155367
0.012393749073573367,0.018121242417188516
0.015458341457850152,0.015231491137168558
0.01630626310006079,0.013190766018488976
0.01081348416298654,0.013908005004472767
0.017719722707067714,0.01774595183014841
0.016281244670240533,0.01836822648158451
0.014339328751583575,0.013217685473950608
0.02128005632973629,0.01768784167975056
0.012861664326625331,0.012081215126453533
